Domain,Base Domain,Scanned Hostname,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Errors
chavi.lanl.gov,lanl.gov,chavi.lanl.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chavigreen-f5.lanl.gov,lanl.gov,chavigreen-f5.lanl.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
checklists.nist.gov,nist.gov,checklists.nist.gov,False,False,False,True,True,True,True,521,False,False,False,,,,,,,,,,
checkpoints.nichd.nih.gov,nih.gov,checkpoints.nichd.nih.gov,False,False,True,False,True,True,False,256,False,False,False,,,,,,,,,,
chem.nlm.nih.gov,nih.gov,chem.nlm.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chem.sis.nlm.nih.gov,nih.gov,chem.sis.nlm.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chem.wip.nlm.nih.gov,nih.gov,chem.wip.nlm.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chembioprocess.pnnl.gov,pnnl.gov,chembioprocess.pnnl.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
chemdb.niaid.nih.gov,nih.gov,chemdb.niaid.nih.gov,False,False,True,True,True,True,True,521,False,False,False,,,,,,,,,,
chemistry.fws.gov,fws.gov,chemistry.fws.gov,False,False,False,False,True,True,False,256,True,False,True,,,,,,,,,,
chemistry.nasa.gov,nasa.gov,chemistry.nasa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chemm.nlm.nih.gov,nih.gov,chemm.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chemm.wip.nlm.nih.gov,nih.gov,chemm.wip.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chemmmobile.nlm.nih.gov,nih.gov,chemmmobile.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chemmtest.nlm.nih.gov,nih.gov,chemmtest.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chemspell.nlm.nih.gov,nih.gov,chemspell.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chemview.epa.gov,epa.gov,chemview.epa.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chern-simonsfellows.lbl.gov,lbl.gov,chern-simonsfellows.lbl.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
chernobyl.cancer.gov,cancer.gov,chernobyl.cancer.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
cherokee.nsopw.gov,nsopw.gov,cherokee.nsopw.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cherp.research.va.gov,va.gov,www.cherp.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
chesapeake.usgs.gov,usgs.gov,chesapeake.usgs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chesapeakebay.fws.gov,fws.gov,chesapeakebay.fws.gov,False,False,False,False,True,True,False,256,True,False,True,,,,,,,,,,
chesapeakebay.noaa.gov,noaa.gov,chesapeakebay.noaa.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cheyenne.va.gov,va.gov,www.cheyenne.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cheyenneriver.nsopw.gov,nsopw.gov,cheyenneriver.nsopw.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
chi-nu-log-web-f5.lanl.gov,lanl.gov,chi-nu-log-web-f5.lanl.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chi.nhlbi.nih.gov,nih.gov,chi.nhlbi.nih.gov,False,False,False,True,True,True,True,256,False,False,False,,,,,,,,,,
chi.niaid.nih.gov,nih.gov,chi.niaid.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chic.research.va.gov,va.gov,www.chic.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
chicago.dea.gov,dea.gov,chicago.dea.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
chicago.fbi.gov,fbi.gov,chicago.fbi.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
chicago.feb.gov,feb.gov,chicago.feb.gov,False,False,True,True,True,True,False,570,False,False,True,,,,,,,,,,
chicago.va.gov,va.gov,www.chicago.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
chickasaw.fws.gov,fws.gov,chickasaw.fws.gov,False,False,False,False,True,True,False,256,True,False,True,,,,,,,,,,
chickasaw.nsopw.gov,nsopw.gov,chickasaw.nsopw.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
chiefcounsel.ksc.nasa.gov,nasa.gov,chiefcounsel.ksc.nasa.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
childcare.ors.nih.gov,nih.gov,childcare.ors.nih.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
childcareta.acf.hhs.gov,hhs.gov,childcareta.acf.hhs.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
childcarewaitlist.senate.gov,senate.gov,childcarewaitlist.senate.gov,False,False,True,True,True,True,False,570,False,False,False,,,,,,,,,,
childfamilycare.ors.nih.gov,nih.gov,www.childfamilycare.ors.nih.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
childhoodcancer-mccaul.house.gov,house.gov,childhoodcancer-mccaul.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
childrenandclinicalstudies.nhlbi.nih.gov,nih.gov,www.childrenandclinicalstudies.nhlbi.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chillicothe.va.gov,va.gov,www.chillicothe.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
china-cn.edit.usembassy.gov,usembassy.gov,china-cn.edit.usembassy.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
china.lbl.gov,lbl.gov,china.lbl.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
china.peacecorps.gov,peacecorps.gov,china.peacecorps.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
chinco.fws.gov,fws.gov,chinco.fws.gov,False,False,False,False,True,True,False,256,True,False,True,,,,,,,,,,
chippewacree.nsopw.gov,nsopw.gov,chippewacree.nsopw.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
chiprapqm.ahrq.gov,ahrq.gov,chiprapqm.ahrq.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chirp.intelink.gov,intelink.gov,chirp.intelink.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
chirr.nlm.nih.gov,nih.gov,chirr.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chirr.wip.nlm.nih.gov,nih.gov,chirr.wip.nlm.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chitimacha.nsopw.gov,nsopw.gov,chitimacha.nsopw.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
choctaw.fws.gov,fws.gov,choctaw.fws.gov,False,False,False,False,True,True,False,256,True,False,True,,,,,,,,,,
choctaw.nsopw.gov,nsopw.gov,choctaw.nsopw.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
choiceactcommissiononcare.sites.usa.gov,usa.gov,choiceactcommissiononcare.sites.usa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
choir.research.va.gov,va.gov,www.choir.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
choose.va.gov,va.gov,www.choose.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
choosework.ssa.gov,ssa.gov,choosework.ssa.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
chornobyl.cancer.gov,cancer.gov,chornobyl.cancer.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chpia.cdc.gov,cdc.gov,chpia.cdc.gov,False,False,True,True,True,True,False,384,True,False,True,,,,,,,,,,
chpl.healthit.gov,healthit.gov,chpl.healthit.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chriscollins.house.gov,house.gov,chriscollins.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chrissmith.house.gov,house.gov,chrissmith.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chrissmithforms.house.gov,house.gov,chrissmithforms.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chronicdata.cdc.gov,cdc.gov,chronicdata.cdc.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
chroniclingamerica.loc.gov,loc.gov,chroniclingamerica.loc.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
chs-republicans.house.gov,house.gov,chs-republicans.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chsdemocrats.house.gov,house.gov,chsdemocrats.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chsip.tva.gov,tva.gov,chsip.tva.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
chsupport.sewp.nasa.gov,nasa.gov,chsupport.sewp.nasa.gov,False,False,False,True,True,True,False,256,False,False,True,,,,,,,,,,
chtn.nci.nih.gov,nih.gov,chtn.nci.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
chu.house.gov,house.gov,chu.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chumbucket.emsl.pnnl.gov,pnnl.gov,chumbucket.emsl.pnnl.gov,False,False,True,True,True,True,True,384,False,False,True,,,,,,,,,,
chunnel.frb.gov,frb.gov,chunnel.frb.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
ci.benefits.gov,benefits.gov,ci.benefits.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
ci.edit.usembassy.gov,usembassy.gov,ci.edit.usembassy.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ci.identitysandbox.gov,identitysandbox.gov,ci.identitysandbox.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ci.noaa.gov,noaa.gov,ci.noaa.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
ci.treasury.gov,treasury.gov,ci.treasury.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ci.usembassy.gov,usembassy.gov,ci.usembassy.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ci2i.research.va.gov,va.gov,www.ci2i.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cic-mail.lanl.gov,lanl.gov,cic-mail.lanl.gov,False,True,True,False,False,False,False,,True,False,True,,,,,,,,,,
cicero.gsfc.nasa.gov,nasa.gov,cicero.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
cicilline.house.gov,house.gov,cicilline.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cida-test.er.usgs.gov,usgs.gov,cida-test.er.usgs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cida.usgs.gov,usgs.gov,cida.usgs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cider.research.va.gov,va.gov,www.cider.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cidr.cr.usgs.gov,usgs.gov,cidr.cr.usgs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cidrr8.research.va.gov,va.gov,www.cidrr8.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cie.srs.gov,srs.gov,cie.srs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ciencia.nasa.gov,nasa.gov,ciencia.nasa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ciencia.science.gov,science.gov,ciencia.science.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
ciflow.nssl.noaa.gov,noaa.gov,ciflow.nssl.noaa.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
ciimd-sslearthquake.cr.usgs.gov,usgs.gov,ciimd-sslearthquake.cr.usgs.gov,False,False,False,False,True,True,False,521,False,False,False,,,,,,,,,,
ciimd-sslearthquake2.cr.usgs.gov,usgs.gov,ciimd-sslearthquake2.cr.usgs.gov,False,False,False,False,True,True,False,521,False,False,False,,,,,,,,,,
ciis.cdfifund.gov,cdfifund.gov,www.ciis.cdfifund.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ciks.cbt.nist.gov,nist.gov,ciks.cbt.nist.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
cilab.gsfc.nasa.gov,nasa.gov,cilab.gsfc.nasa.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
cima.nasa.gov,nasa.gov,cima.nasa.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
cims.cdfifund.gov,cdfifund.gov,cims.cdfifund.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
cims.nichd.nih.gov,nih.gov,cims.nichd.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
cims.ninds.nih.gov,nih.gov,cims.ninds.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
cimssf.cdfifund.gov,cdfifund.gov,cimssf.cdfifund.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cimstest.cdfifund.gov,cdfifund.gov,cimstest.cdfifund.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
cincinnati.fbi.gov,fbi.gov,cincinnati.fbi.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
cincinnati.feb.gov,feb.gov,www.cincinnati.feb.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cincinnati.jobcorps.gov,jobcorps.gov,cincinnati.jobcorps.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cincinnati.va.gov,va.gov,www.cincinnati.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cindrr.research.va.gov,va.gov,www.cindrr.research.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cint.lanl.gov,lanl.gov,cint.lanl.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cint.sandia.gov,sandia.gov,cint.sandia.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cio-sp.iso.noaa.gov,noaa.gov,cio-sp.iso.noaa.gov,False,True,True,False,False,True,False,256,True,False,True,,,,,,,,,,
cio.devl.max.gov,max.gov,cio.devl.max.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
cio.egos.nih.gov,nih.gov,cio.egos.nih.gov,False,False,True,True,True,True,True,570,False,False,False,,,,,,,,,,
cio.energy.gov,energy.gov,cio.energy.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
cio.gsfc.nasa.gov,nasa.gov,cio.gsfc.nasa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cio.sites.usa.gov,usa.gov,cio.sites.usa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cio.stage.max.gov,max.gov,cio.stage.max.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
cio.test.max.gov,max.gov,cio.test.max.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
ciouniversity.cio.gov,cio.gov,ciouniversity.cio.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
cip-vpn.espc.nesdis.noaa.gov,noaa.gov,cip-vpn.espc.nesdis.noaa.gov,False,False,True,True,True,True,False,1024,False,False,False,,,,,,,,,,
cip.cancer.gov,cancer.gov,cip.cancer.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
ciphermail.sandia.gov,sandia.gov,ciphermail.sandia.gov,False,False,True,True,True,True,True,521,False,False,True,,,,,,,,,,
cipn.ninr.nih.gov,nih.gov,cipn.ninr.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cir.fiscal.treasury.gov,treasury.gov,cir.fiscal.treasury.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
circ-v.gsfc.nasa.gov,nasa.gov,circ-v.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
circ.gsfc.nasa.gov,nasa.gov,circ.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
circinteractome.nia.nih.gov,nih.gov,circinteractome.nia.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
circle.arctic.gov,arctic.gov,circle.arctic.gov,False,False,True,True,True,True,False,570,False,False,True,,,,,,,,,,
circulatingnow.nlm.nih.gov,nih.gov,circulatingnow.nlm.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cirs.gsfc.nasa.gov,nasa.gov,cirs.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
cisdecoder.ninds.nih.gov,nih.gov,cisdecoder.ninds.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
cisnet.cancer.gov,cancer.gov,cisnet.cancer.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
cisomb.dhs.gov,dhs.gov,cisomb.dhs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cisombvos.dhs.gov,dhs.gov,cisombvos.dhs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cisto-news.gsfc.nasa.gov,nasa.gov,cisto-news.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
cisto.gsfc.nasa.gov,nasa.gov,cisto.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
cistpt.iac.anl.gov,anl.gov,cistpt.iac.anl.gov,False,False,False,False,True,True,False,256,False,False,True,,,,,,,,,,
cit.atf.gov,atf.gov,cit.atf.gov,False,False,True,False,False,False,False,,False,False,True,,,,,,,,,,
cit.cdc.gov,cdc.gov,cit.cdc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cit.nih.gov,nih.gov,www.cit.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cit.uscourts.gov,uscourts.gov,www.cit.uscourts.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
citdcbmipav.cit.nih.gov,nih.gov,citdcbmipav.cit.nih.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
citdecadssolog.nih.gov,nih.gov,citdecadssolog.nih.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citdecadssoweb.cit.nih.gov,nih.gov,citdecadssoweb.cit.nih.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
citenet.nlrb.gov,nlrb.gov,citenet.nlrb.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citestimber.fws.gov,fws.gov,citestimber.fws.gov,False,False,False,False,True,True,False,256,True,False,True,,,,,,,,,,
citgo.cdc.gov,cdc.gov,citgo.cdc.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citgotest.cdc.gov,cdc.gov,citgotest.cdc.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cities.data.gov,data.gov,www.cities.data.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
citizencorps.fema.gov,fema.gov,www.citizencorps.fema.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
citizenshipgrants.uscis.gov,uscis.gov,citizenshipgrants.uscis.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrb.my.commerce.gov,commerce.gov,citrb.my.commerce.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
citrix-test.netl.doe.gov,doe.gov,citrix-test.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrix-vip01-mnz.fdic.gov,fdic.gov,citrix-vip01-mnz.fdic.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrix-vip01-vasq.fdic.gov,fdic.gov,citrix-vip01-vasq.fdic.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrix.cbo.gov,cbo.gov,citrix.cbo.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrix.cms.gov,cms.gov,citrix.cms.gov,False,True,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrix.fdic.gov,fdic.gov,citrix.fdic.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrix.fhfa.gov,fhfa.gov,citrix.fhfa.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
citrix.fns.usda.gov,usda.gov,citrix.fns.usda.gov,False,False,True,True,True,False,False,,False,False,True,,,,,,,,,,
citrix.mms.gov,mms.gov,citrix.mms.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrix.niaid.nih.gov,nih.gov,citrix.niaid.nih.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrix.oarhq.noaa.gov,noaa.gov,citrix.oarhq.noaa.gov,False,False,True,False,False,True,False,256,True,False,True,,,,,,,,,,
citrix.rma.usda.gov,usda.gov,citrix.rma.usda.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
citrix2.fdic.gov,fdic.gov,citrix2.fdic.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixaccess.va.gov,va.gov,citrixaccess.va.gov,False,False,True,True,True,False,False,,False,False,True,,,,,,,,,,
citrixaccessdev.va.gov,va.gov,citrixaccessdev.va.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrixaccessdevtoken.va.gov,va.gov,citrixaccessdevtoken.va.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrixaccesstest.va.gov,va.gov,citrixaccesstest.va.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrixaccesstesttoken.va.gov,va.gov,citrixaccesstesttoken.va.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
citrixaccesstoken.va.gov,va.gov,citrixaccesstoken.va.gov,False,False,True,True,True,False,False,,False,False,True,,,,,,,,,,
citrixalb-cb.netl.doe.gov,doe.gov,citrixalb-cb.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixalb-rs.netl.doe.gov,doe.gov,citrixalb-rs.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixmgn-cb.netl.doe.gov,doe.gov,citrixmgn-cb.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixmgn-rs.netl.doe.gov,doe.gov,citrixmgn-rs.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixpgh-cb.netl.doe.gov,doe.gov,citrixpgh-cb.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixpgh-rs.netl.doe.gov,doe.gov,citrixpgh-rs.netl.doe.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citrixweb.tax.usdoj.gov,usdoj.gov,citrixweb.tax.usdoj.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
citrus.pw.usda.gov,usda.gov,citrus.pw.usda.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
citvideosla.cit.nih.gov,nih.gov,citvideosla.cit.nih.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
city.jsc.nasa.gov,nasa.gov,city.jsc.nasa.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
civility.gsfc.nasa.gov,nasa.gov,civility.gsfc.nasa.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
civilrights.dot.gov,dot.gov,civilrights.dot.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
civilrights.sites.usa.gov,usa.gov,civilrights.sites.usa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cj.pmddtc.state.gov,state.gov,cj.pmddtc.state.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cl.edit.usembassy.gov,usembassy.gov,cl.edit.usembassy.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cl.pom.workplace.gov,workplace.gov,cl.pom.workplace.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cl.uat.workplace.gov,workplace.gov,cl.uat.workplace.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cl.usembassy.gov,usembassy.gov,cl.usembassy.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cl.workplace.gov,workplace.gov,cl.workplace.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cl21vcse1.vtc.cdc.gov,cdc.gov,cl21vcse1.vtc.cdc.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
claims.vcf.gov,vcf.gov,www.claims.vcf.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
clamato.lbl.gov,lbl.gov,clamato.lbl.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
clarke.house.gov,house.gov,clarke.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
clarksburg.va.gov,va.gov,www.clarksburg.va.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
clarreo.larc.nasa.gov,nasa.gov,clarreo.larc.nasa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
clarsweather.jpl.nasa.gov,nasa.gov,,,,,,,,,,,,,,,,,,,,,,
class.cancer.gov,cancer.gov,class.cancer.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
class.ncdc.noaa.gov,noaa.gov,www.class.ncdc.noaa.gov,False,False,True,True,True,True,False,1024,False,False,False,,,,,,,,,,
class.ngdc.noaa.gov,noaa.gov,www.class.ngdc.noaa.gov,False,False,True,True,True,True,False,1024,False,False,False,,,,,,,,,,
class.noaa.gov,noaa.gov,www.class.noaa.gov,False,False,True,True,True,True,False,1024,False,False,False,,,,,,,,,,
classic.ntis.gov,ntis.gov,classic.ntis.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
clay.house.gov,house.gov,clay.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
clc.larc.nasa.gov,nasa.gov,clc.larc.nasa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cleancities.energy.gov,energy.gov,cleancities.energy.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cleanmarinas.noaa.gov,noaa.gov,cleanmarinas.noaa.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
cleanpowerplanmaps.epa.gov,epa.gov,cleanpowerplanmaps.epa.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
cleanup.icp.doe.gov,doe.gov,cleanup.icp.doe.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
