Domain,Base Domain,censys-snapshot,rdns-snapshot,dap,eot2016,parents
asm.arc.nasa.gov,nasa.gov,False,False,False,True,False
asm.faa.gov,faa.gov,True,True,False,False,False
asm2.faa.gov,faa.gov,True,True,False,False,False
asmail.occ.gov,occ.gov,True,False,False,False,False
asmara.usembassy.gov,usembassy.gov,False,False,False,True,False
asmis.cr.nps.gov,nps.gov,False,True,False,False,False
asmis.nps.gov,nps.gov,True,False,False,False,False
asmith.psc.dhhs.gov,dhhs.gov,False,False,False,True,False
asmo.arc.nasa.gov,nasa.gov,False,False,False,True,False
aso-log.jpl.nasa.gov,nasa.gov,True,False,False,False,False
aso.jpl.nasa.gov,nasa.gov,True,False,False,True,False
asomail2.faa.gov,faa.gov,False,False,False,True,False
asomb.larc.nasa.gov,nasa.gov,True,True,False,True,False
asp-archive.arc.nasa.gov,nasa.gov,True,True,False,True,False
asp-interface.arc.nasa.gov,nasa.gov,True,True,False,False,False
asp.bnl.gov,bnl.gov,False,False,False,True,False
asp.jpl.nasa.gov,nasa.gov,True,False,False,True,False
asp.niehs.nih.gov,nih.gov,False,False,False,True,False
asp.tc.faa.gov,faa.gov,False,False,False,True,False
aspc-cam.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
aspdotnetstorefront.webshops.fas.gsa.gov,gsa.gov,True,False,False,False,False
aspdotnetstorefront.webshopt.fas.gsa.gov,gsa.gov,True,False,False,False,False
aspe.dhhs.gov,dhhs.gov,False,False,False,True,False
aspe.hhs.gov,hhs.gov,True,False,True,True,False
aspe.os.dhhs.gov,dhhs.gov,False,False,False,True,False
aspe.os.hhs.gov,hhs.gov,False,False,False,True,False
aspen.jpl.nasa.gov,nasa.gov,False,False,False,True,False
aspenphaser.fnal.gov,fnal.gov,False,False,False,True,False
aspera-immport.niaid.nih.gov,nih.gov,True,False,False,False,False
aspera.jpl.nasa.gov,nasa.gov,False,False,False,True,False
aspires.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
aspm.faa.gov,faa.gov,True,True,False,True,False
aspm2.faa.gov,faa.gov,False,True,False,False,False
aspmhelp.faa.gov,faa.gov,False,True,False,True,False
aspo.larc.nasa.gov,nasa.gov,False,False,False,True,False
aspprox1.epa.gov,epa.gov,True,False,False,False,False
aspr.hhs.gov,hhs.gov,True,False,False,True,False
asprgis.hhs.gov,hhs.gov,True,False,False,False,False
asprod.lanl.gov,lanl.gov,False,True,False,False,False
asprod01.osha.gov,osha.gov,False,False,False,True,False
asprod06.osha.gov,osha.gov,True,False,False,False,False
asprowa.hhs.gov,hhs.gov,True,False,False,False,False
asprphotos.hhs.gov,hhs.gov,True,False,False,False,False
asprprofiles.hhs.gov,hhs.gov,True,False,False,False,False
asprs.survey.ssc.nasa.gov,nasa.gov,False,False,False,True,False
asprswift.hhs.gov,hhs.gov,True,False,False,False,False
asprtracie.hhs.gov,hhs.gov,True,False,False,True,False
asprvideos.hhs.gov,hhs.gov,True,False,False,False,False
asprwebapps.hhs.gov,hhs.gov,True,True,False,True,False
asprwg.hhs.gov,hhs.gov,True,False,False,False,False
asprwgpublic.hhs.gov,hhs.gov,True,False,False,False,False
aspspprox.lbd.epa.gov,epa.gov,True,False,False,False,False
aspw.jpl.nasa.gov,nasa.gov,False,False,False,True,False
asr.arc.nasa.gov,nasa.gov,False,False,False,True,False
asr.arm.gov,arm.gov,False,True,False,False,False
asr.science.energy.gov,energy.gov,True,False,False,True,False
asrb.doe.gov,doe.gov,False,False,False,True,False
asrs.arc.nasa.gov,nasa.gov,True,True,True,True,False
asru.ars.usda.gov,usda.gov,False,False,False,True,False
assabetriver.fws.gov,fws.gov,False,False,False,True,False
assay.nih.gov,nih.gov,False,False,False,True,False
assays.cancer.gov,cancer.gov,False,False,True,True,False
assessment.forum.cdc.gov,cdc.gov,False,False,False,True,False
assessment.globalchange.gov,globalchange.gov,False,False,False,True,False
assessment.opm.gov,opm.gov,False,False,False,True,False
assessments.vaforvets.va.gov,va.gov,False,False,False,True,False
assessor.opm.gov,opm.gov,False,False,False,True,False
assessor.usastaffing.gov,usastaffing.gov,False,False,False,True,False
asset-prod.lanl.gov,lanl.gov,False,True,False,False,False
asset.arsusda.gov,arsusda.gov,False,False,False,True,False
assets-staging.peacecorps.gov,peacecorps.gov,False,False,False,True,False
assets.cms.gov,cms.gov,True,False,False,True,False
assets.dev.cms.gov,cms.gov,True,False,False,False,False
assets.dev.healthcare.gov,healthcare.gov,True,False,False,False,False
assets.healthcare.gov,healthcare.gov,True,False,False,True,False
assets.imp.cms.gov,cms.gov,True,False,False,False,False
assets.imp.healthcare.gov,healthcare.gov,True,False,False,False,False
assets.mcc.gov,mcc.gov,True,False,False,True,False
assets.peacecorps.gov,peacecorps.gov,False,False,False,True,False
assets.speaker.gov,speaker.gov,False,False,False,True,False
assets.test.cms.gov,cms.gov,True,False,False,False,False
assets.test.healthcare.gov,healthcare.gov,True,False,False,False,False
assets0.challenge.gov,challenge.gov,False,False,False,True,False
assets0.federalregister.gov,federalregister.gov,False,False,False,True,False
assets1.challenge.gov,challenge.gov,False,False,False,True,False
assets1.federalregister.gov,federalregister.gov,False,False,False,True,False
assets2.challenge.gov,challenge.gov,False,False,False,True,False
assets2.federalregister.gov,federalregister.gov,False,False,False,True,False
assets3.challenge.gov,challenge.gov,False,False,False,True,False
assets3.federalregister.gov,federalregister.gov,False,False,False,True,False
assetscoreapi.pnnl.gov,pnnl.gov,True,True,False,True,False
assetweb.psc.gov,psc.gov,True,True,False,True,False
assignment-api.uspto.gov,uspto.gov,True,False,False,False,False
assignment.uspto.gov,uspto.gov,True,False,True,True,False
assignments.uspto.gov,uspto.gov,False,True,False,True,False
assist.sandia.gov,sandia.gov,False,True,False,False,False
assistantdemocraticleader.house.gov,house.gov,False,False,False,True,False
assurancenet.fsis.usda.gov,usda.gov,True,False,False,True,False
ast-server.larc.nasa.gov,nasa.gov,False,False,False,True,False
ast.dot.gov,dot.gov,False,False,False,True,False
ast.faa.gov,faa.gov,True,False,False,True,False
asta.fnal.gov,fnal.gov,False,False,False,True,False
astarte.jpl.nasa.gov,nasa.gov,False,False,False,True,False
astarti.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
astep.arc.nasa.gov,nasa.gov,False,False,False,True,False
aster.jpl.nasa.gov,nasa.gov,False,True,False,True,False
asterdb.jpl.nasa.gov,nasa.gov,True,False,False,False,False
astereds.cr.usgs.gov,usgs.gov,True,True,True,True,False
asterix.fsl.noaa.gov,noaa.gov,False,False,False,True,False
asterweb.jpl.nasa.gov,nasa.gov,False,False,False,True,False
astest06.osha.gov,osha.gov,True,False,False,False,False
asthmabirthcohorts.niaid.nih.gov,nih.gov,True,False,False,True,False
astp.msfc.nasa.gov,nasa.gov,False,False,False,True,False
astribe.nsopw.gov,nsopw.gov,False,False,False,True,False
astrionics.msfc.nasa.gov,nasa.gov,False,False,False,True,False
astro-2.msfc.nasa.gov,nasa.gov,False,False,False,True,False
astro-natweb.wr.usgs.gov,usgs.gov,False,False,False,True,False
astro.bnl.gov,bnl.gov,False,False,False,True,False
astro.fnal.gov,fnal.gov,False,False,False,True,False
astro.msfc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiology-beta.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiology-gamma.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiology.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiology.gsfc.nasa.gov,nasa.gov,True,True,True,True,False
astrobiology.hq.nasa.gov,nasa.gov,True,False,False,False,False
astrobiology.nasa.gov,nasa.gov,True,False,False,True,False
astrobiology2.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiology2.nasa.gov,nasa.gov,False,False,False,True,False
astrobiologyfamelab.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobionics-ftp.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobionics-research.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobionics.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiotech.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrobiowalk.gsfc.nasa.gov,nasa.gov,True,False,True,True,False
astroboy.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
astrobrowse.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
astrocas.wr.usgs.gov,usgs.gov,True,True,False,True,False
astrochem.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
astrocloud.wr.usgs.gov,usgs.gov,False,False,False,True,False
astrodata.phy.ornl.gov,ornl.gov,False,False,False,True,False
astrodocs.wr.usgs.gov,usgs.gov,False,False,False,True,False
astroe.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
astroe2.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
astroe2lc.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
astrogeology.usgs.gov,usgs.gov,False,False,False,True,False
astrogravs.gsfc.nasa.gov,nasa.gov,True,True,True,True,False
astrogravs.nasa.gov,nasa.gov,True,False,True,True,False
astroh.gsfc.nasa.gov,nasa.gov,True,False,False,False,False
astrolab.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
astrolabe.csc.noaa.gov,noaa.gov,False,False,False,True,False
astrolabe2.csc.noaa.gov,noaa.gov,False,False,False,True,False
astromaterials.jsc.nasa.gov,nasa.gov,True,False,False,True,False
astronauts-dev.nssc.nasa.gov,nasa.gov,False,False,False,True,False
astronauts.nasa.gov,nasa.gov,True,True,True,True,False
astronomy.gsfc.nasa.gov,nasa.gov,True,False,False,False,False
astronomy101.jpl.nasa.gov,nasa.gov,False,False,True,True,False
astronomy102.jpl.nasa.gov,nasa.gov,False,False,False,True,False
astronomy2009.nasa.gov,nasa.gov,False,False,False,True,False
astronomyandphysics.jpl.nasa.gov,nasa.gov,False,False,False,True,False
astropedia.astrogeology.usgs.gov,usgs.gov,True,False,False,True,False
astrophysics.arc.nasa.gov,nasa.gov,False,False,False,True,False
astrophysics.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
astrophysics.jpl.nasa.gov,nasa.gov,False,False,False,True,False
astroventure.arc.nasa.gov,nasa.gov,False,False,False,True,False
astroweb.lanl.gov,lanl.gov,True,False,False,True,False
astrowebmaps.wr.usgs.gov,usgs.gov,False,False,False,True,False
asttro.jpl.nasa.gov,nasa.gov,True,False,False,False,False
asttro.m20-training.jpl.nasa.gov,nasa.gov,True,False,False,False,False
astwg.ksc.nasa.gov,nasa.gov,False,False,False,True,False
asu.faa.gov,faa.gov,False,False,False,True,False
asuite-menu.lanl.gov,lanl.gov,False,True,False,False,False
asuncion.osac.gov,osac.gov,False,False,False,True,False
asuncion.usembassy.gov,usembassy.gov,False,False,False,True,False
asw505.jccbi.gov,jccbi.gov,False,False,False,True,False
aswoeod.faa.gov,faa.gov,False,False,False,True,False
asws.dfrc.nasa.gov,nasa.gov,False,False,False,True,False
aswww.eyenote.gov,eyenote.gov,False,False,False,True,False
aswww.hep.anl.gov,anl.gov,False,False,False,True,False
asy.faa.gov,faa.gov,False,False,False,True,False
asyncmail.pnnl.gov,pnnl.gov,True,True,False,False,False
asyouage.samhsa.gov,samhsa.gov,False,False,False,True,False
at-iqrs.npdb.hrsa.gov,hrsa.gov,False,False,True,True,False
at.edit.usembassy.gov,usembassy.gov,False,False,True,True,False
at.inl.gov,inl.gov,True,True,False,False,False
at.npdb.hrsa.gov,hrsa.gov,False,False,True,True,False
at.usembassy.gov,usembassy.gov,False,False,True,True,False
at.wh.gov,wh.gov,False,False,False,True,False
at.y12.doe.gov,doe.gov,False,False,False,True,False
at07apply.grants.gov,grants.gov,False,False,False,True,False
at07web.grants.gov,grants.gov,False,False,False,True,False
at07ws.grants.gov,grants.gov,False,False,False,True,False
at112.lbl.gov,lbl.gov,False,False,False,True,False
at6-08.atdiv.lanl.gov,lanl.gov,False,False,False,True,False
ata-eval.ata.ds.state.gov,state.gov,True,False,False,False,False
ataextprod1.faa.gov,faa.gov,False,False,False,True,False
atap.lbl.gov,lbl.gov,True,False,False,True,False
atap2.lbl.gov,lbl.gov,False,False,False,True,False
atapply.grants.gov,grants.gov,False,False,False,True,False
atb-www.larc.nasa.gov,nasa.gov,False,False,False,True,False
atbasics.faa.gov,faa.gov,False,False,False,True,False
atbcstudy.cancer.gov,cancer.gov,True,False,True,True,False
atc.grc.nasa.gov,nasa.gov,False,False,False,True,False
atc.nasa.gov,nasa.gov,False,False,False,True,False
atc1.grc.nasa.gov,nasa.gov,False,False,False,True,False
atcarray.nci.nih.gov,nih.gov,False,False,False,True,False
atcc-pragmatic7.arc.nasa.gov,nasa.gov,False,False,False,True,False
atcc-rti.arc.nasa.gov,nasa.gov,False,False,False,True,False
atchafalaya.fws.gov,fws.gov,False,False,False,True,False
atcscc.faa.gov,faa.gov,False,False,False,True,False
atcsim.arc.nasa.gov,nasa.gov,True,True,False,True,False
atcsim.nasa.gov,nasa.gov,True,False,False,True,False
atct.anl.gov,anl.gov,True,False,False,True,False
atctraining.faa.gov,faa.gov,False,False,False,True,False
atcviztool.arc.nasa.gov,nasa.gov,True,True,False,False,False
atcviztool.nasa.gov,nasa.gov,True,False,False,True,False
atd.inel.gov,inel.gov,False,False,False,True,False
atdc.ksc.nasa.gov,nasa.gov,False,False,False,True,False
atdd.noaa.gov,noaa.gov,True,False,False,True,False
atdiv.lanl.gov,lanl.gov,False,False,False,True,False
ateam.lbl.gov,lbl.gov,False,False,False,True,False
atf-eregs-demo.18f.gov,18f.gov,False,False,False,True,False
atf-eregs.18f.gov,18f.gov,True,False,True,True,False
atf-eregs.app.cloud.gov,cloud.gov,False,False,True,False,False
atf-eregs.apps.cloud.gov,cloud.gov,False,False,False,True,False
atf-seg.atf.gov,atf.gov,False,True,False,False,False
atf.bnl.gov,bnl.gov,False,False,False,True,False
atf.treas.gov,treas.gov,False,False,False,True,False
atf.usajobs.gov,usajobs.gov,False,False,True,True,False
atf.ustreas.gov,ustreas.gov,False,False,False,True,False
atfi.dev.hq.nasa.gov,nasa.gov,False,False,True,True,False
atfi.stage.hq.nasa.gov,nasa.gov,False,False,True,True,False
atfko.atf.gov,atf.gov,False,False,False,True,False
atg.cap.gov,cap.gov,False,False,False,True,False
atgc.lbl.gov,lbl.gov,False,False,False,True,False
athabasca.lbl.gov,lbl.gov,False,False,False,True,False
athena.eop.gov,eop.gov,False,False,False,True,False
athena.hrs.psc.gov,psc.gov,False,False,False,True,False
athena.ivv.nasa.gov,nasa.gov,False,False,False,True,False
athena.lbl.gov,lbl.gov,False,False,False,True,False
athena.mdl.sandia.gov,sandia.gov,False,False,False,True,False
athena.ngdc.noaa.gov,noaa.gov,False,False,False,True,False
athena.phy.bnl.gov,bnl.gov,False,False,False,True,False
athena.was.epa.gov,epa.gov,False,False,False,True,False
athenam.ndc.nasa.gov,nasa.gov,True,False,False,False,False
athens.fws.gov,fws.gov,False,False,False,True,False
athens.osac.gov,osac.gov,False,False,False,True,False
athens.usembassy.gov,usembassy.gov,False,False,False,True,False
athlete.jpl.nasa.gov,nasa.gov,False,True,False,True,False
athor.lanl.gov,lanl.gov,False,True,False,False,False
atip.fra.dot.gov,dot.gov,False,False,False,True,False
atjsaccess.at.nasa.gov,nasa.gov,True,True,False,False,False
atjslrp01-pub.at.nasa.gov,nasa.gov,False,True,False,False,False
atjsxfr01.at.nasa.gov,nasa.gov,True,True,False,False,False
atk.lanl.gov,lanl.gov,False,False,False,True,False
atl.grc.nasa.gov,nasa.gov,False,False,False,True,False
atlanta.dea.gov,dea.gov,True,False,False,False,False
atlanta.fbi.gov,fbi.gov,False,False,False,True,False
atlanta.feb.gov,feb.gov,True,False,True,True,False
atlanta.jobcorps.gov,jobcorps.gov,False,False,False,True,False
atlanta.med.va.gov,va.gov,False,False,False,True,False
atlanta.va.gov,va.gov,True,False,True,True,False
atlantahsrd.research.va.gov,va.gov,False,False,False,True,False
atlantaregion.jobcorps.gov,jobcorps.gov,False,False,False,True,False
atlantic.er.usgs.gov,usgs.gov,False,False,False,True,False
atlantic.nodc.noaa.gov,noaa.gov,False,False,False,True,False
atlantic.sc.egov.usda.gov,usda.gov,False,False,False,True,False
atlantis.icis.anl.gov,anl.gov,False,False,False,True,False
atlantis.ivv.nasa.gov,nasa.gov,False,False,False,True,False
atlantis.ncpc.gov,ncpc.gov,False,False,False,True,False
atlantis.pnl.gov,pnl.gov,True,False,False,True,False
atlas-1.bnl.gov,bnl.gov,False,False,False,True,False
atlas-2.bnl.gov,bnl.gov,False,False,False,True,False
atlas-csc.inst.bnl.gov,bnl.gov,False,False,False,True,False
atlas-hllhc.docdb.bnl.gov,bnl.gov,True,False,False,False,False
atlas-ug.docdb.bnl.gov,bnl.gov,True,False,False,False,False
atlas.bnl.gov,bnl.gov,False,False,False,True,False
atlas.doe.gov,doe.gov,True,False,False,False,False
atlas.doleta.gov,doleta.gov,False,False,False,True,False
atlas.il.nrcs.usda.gov,usda.gov,False,False,False,True,False
atlas.ksc.nasa.gov,nasa.gov,False,False,False,True,False
atlas.nfc.usda.gov,usda.gov,False,False,False,True,False
atlas.niaid.nih.gov,nih.gov,False,False,False,True,False
atlas.nlm.nih.gov,nih.gov,False,False,False,True,False
atlas.srrb.noaa.gov,noaa.gov,False,False,False,True,False
atlas.uis.doleta.gov,doleta.gov,False,False,False,True,False
atlas.usgs.gov,usgs.gov,False,False,False,True,False
atlas01.bnl.gov,bnl.gov,False,False,False,True,False
atlas14.phy.bnl.gov,bnl.gov,False,False,False,True,False
atlas3.b459.bnl.gov,bnl.gov,True,False,False,True,False
atlas7.phy.bnl.gov,bnl.gov,False,False,False,True,False
atlasdc.phy.bnl.gov,bnl.gov,False,False,False,True,False
atlasgrid.bnl.gov,bnl.gov,False,False,False,True,False
atlashep.anl.gov,anl.gov,False,False,False,True,False
atlasops.jpl.nasa.gov,nasa.gov,True,True,False,False,False
atlaspro.adlnet.gov,adlnet.gov,False,False,False,True,False
atlasprod3.usatlas.bnl.gov,bnl.gov,False,False,False,True,False
atlassw1.phy.bnl.gov,bnl.gov,False,False,False,True,False
atlassw2.phy.bnl.gov,bnl.gov,False,False,False,True,False
atlassw5.phy.bnl.gov,bnl.gov,False,False,False,True,False
atlasweb.lanl.gov,lanl.gov,False,False,False,True,False
atlaswww.hep.anl.gov,anl.gov,True,True,False,True,False
atlfeb.sites.usa.gov,usa.gov,True,False,False,False,False
atlrscwwwp01.ed.gov,ed.gov,False,False,False,True,False
atm.geo.nsf.gov,nsf.gov,False,False,False,True,False
atm.wff.nasa.gov,nasa.gov,True,True,False,True,False
atmchem.jpl.nasa.gov,nasa.gov,False,False,False,True,False
atmcorr.gsfc.nasa.gov,nasa.gov,True,False,True,True,False
atmhistory.arc.nasa.gov,nasa.gov,False,False,False,True,False
atmos.anl.gov,anl.gov,False,True,False,True,False
atmos.jpl.nasa.gov,nasa.gov,False,False,False,True,False
atmos.pds.nasa.gov,nasa.gov,False,False,False,True,False
atmoschem.jpl.nasa.gov,nasa.gov,False,False,False,True,False
atmospheres.gsfc.nasa.gov,nasa.gov,True,True,False,True,False
atmoweb.gsfc.nasa.gov,nasa.gov,True,False,True,True,False
atmp.faa.gov,faa.gov,False,False,False,True,False
atmsaccess.at.nasa.gov,nasa.gov,True,True,False,False,False
atmsweb.hanford.gov,hanford.gov,False,True,False,False,False
ato-p.se-apps.faa.gov,faa.gov,False,False,False,True,False
ato-webdev.gsd.esrl.noaa.gov,noaa.gov,False,False,False,True,False
ato-websrv-b.pwx.noaa.gov,noaa.gov,False,False,True,False,False
ato-websrv.pwx.noaa.gov,noaa.gov,False,False,False,True,False
ato.faa.gov,faa.gov,True,False,False,True,False
atoe.tc.faa.gov,faa.gov,True,False,False,False,False
atoexperience.faa.gov,faa.gov,False,False,False,True,False
atogl.faa.gov,faa.gov,False,False,False,True,False
atom.pnl.gov,pnl.gov,False,False,False,True,False
atomant.dcrt.nih.gov,nih.gov,False,False,False,True,False
atomboy.lanl.gov,lanl.gov,False,False,False,True,False
atoms.jpl.nasa.gov,nasa.gov,False,False,False,True,False
atomsforpeace.lanl.gov,lanl.gov,False,False,False,True,False
aton.ivv.nasa.gov,nasa.gov,False,False,False,True,False
atopsun.larc.nasa.gov,nasa.gov,False,False,False,True,False
atormttest.faa.gov,faa.gov,True,True,False,False,False
atos.faa.gov,faa.gov,False,False,False,True,False
atoschedulerdev.faa.gov,faa.gov,False,False,False,True,False
atoschedulerstage.faa.gov,faa.gov,True,False,False,True,False
atp.ncifcrf.gov,ncifcrf.gov,False,False,False,True,False
atp.nist.gov,nist.gov,False,False,False,True,False
atpay.faa.gov,faa.gov,False,False,False,True,False
atr.samhsa.gov,samhsa.gov,False,False,False,True,False
atrain.gesdisc.eosdis.nasa.gov,nasa.gov,True,False,False,False,False
atrain.gsfc.nasa.gov,nasa.gov,True,True,True,True,False
atrain.nasa.gov,nasa.gov,True,False,True,True,False
atrain.sci.gsfc.nasa.gov,nasa.gov,True,False,False,False,False
atraindepot.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
atraindepot.sci.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
atrif.larc.nasa.gov,nasa.gov,False,False,False,True,False
atrnsuf.inl.gov,inl.gov,False,False,False,True,False
atrs.arc.nasa.gov,nasa.gov,False,False,False,True,False
ats.doe.gov,doe.gov,True,True,False,True,False
ats.faa.gov,faa.gov,False,False,False,True,False
ats.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ats.nist.gov,nist.gov,False,False,False,True,False
ats.ornl.gov,ornl.gov,False,False,False,True,False
ats.science.doe.gov,doe.gov,False,False,False,True,False
atscc.grc.nasa.gov,nasa.gov,False,False,False,True,False
atscc.lerc.nasa.gov,nasa.gov,False,False,False,True,False
atsdio.defense.gov,defense.gov,True,False,False,True,False
atsdr-dev.cdc.gov,cdc.gov,False,False,True,True,False
atsdr-link.cdc.gov,cdc.gov,False,False,False,True,False
atsdr.cdc.gov,cdc.gov,True,False,True,True,False
atsdr1.atsdr.cdc.gov,cdc.gov,False,False,False,True,False
atse.cbp.dhs.gov,dhs.gov,False,True,False,False,False
atshq.faa.gov,faa.gov,False,False,False,True,False
atsupcom.faa.gov,faa.gov,False,False,False,True,False
att5.faa.gov,faa.gov,False,False,False,True,False
attains.epa.gov,epa.gov,True,False,False,False,False
attainsprod.epa.gov,epa.gov,True,True,False,False,False
atterbury.jobcorps.gov,jobcorps.gov,False,False,False,True,False
attic.gsfc.nasa.gov,nasa.gov,True,True,True,True,False
atticus.nlm.nih.gov,nih.gov,False,False,False,True,False
attis-cluster.inl.gov,inl.gov,False,True,False,False,False
atto.ameslab.gov,ameslab.gov,False,False,False,True,False
atto.lbl.gov,lbl.gov,False,False,False,True,False
attorneyreg.wiwd.uscourts.gov,uscourts.gov,False,False,False,True,False
atul-docker-presentation.18f.gov,18f.gov,True,False,False,False,False
atum.irm.r6.fws.gov,fws.gov,False,False,False,True,False
atv.nv.doe.gov,doe.gov,True,True,False,False,False
atv2.nv.doe.gov,doe.gov,True,True,False,False,False
atvmloan.energy.gov,energy.gov,False,False,False,True,False
atweb.grants.gov,grants.gov,False,False,False,True,False
atwork.pbgc.gov,pbgc.gov,False,False,False,True,False
atworkcoop.pbgc.gov,pbgc.gov,False,False,False,True,False
au-piv-registration.doe.gov,doe.gov,True,False,False,False,False
au.edit.usembassy.gov,usembassy.gov,False,False,True,True,False
au.usembassy.gov,usembassy.gov,False,False,True,True,False
auburnwildlife.fws.gov,fws.gov,False,False,False,True,False
auckland.usconsulate.gov,usconsulate.gov,False,False,False,True,False
auction.fcc.gov,fcc.gov,True,False,False,False,False
auctionapplication.fcc.gov,fcc.gov,True,False,False,False,False
auctionapplication2.fcc.gov,fcc.gov,True,False,False,False,False
auctionapplicationdemo.fcc.gov,fcc.gov,True,False,False,False,False
auctionbidding.fcc.gov,fcc.gov,True,False,False,True,False
auctionbidding2.fcc.gov,fcc.gov,True,False,False,True,False
auctiondata.fcc.gov,fcc.gov,True,False,False,False,False
auctiondemo.fcc.gov,fcc.gov,False,False,False,True,False
auctionfiling.fcc.gov,fcc.gov,True,False,False,True,False
auctionfiling2.fcc.gov,fcc.gov,True,False,False,False,False
auctionresults.fcc.gov,fcc.gov,False,False,False,True,False
auctionresults1.fcc.gov,fcc.gov,False,False,False,True,False
auctionresults2.fcc.gov,fcc.gov,False,False,False,True,False
auctionresults3.fcc.gov,fcc.gov,False,False,False,True,False
auctions.fcc.gov,fcc.gov,True,False,False,True,False
auctions.nps.gov,nps.gov,False,True,False,False,False
auctions2.fcc.gov,fcc.gov,False,False,False,True,False
auctionsignon.fcc.gov,fcc.gov,True,False,False,True,False
auctionsignon2.fcc.gov,fcc.gov,True,False,False,True,False
audaciousgoal.nei.nih.gov,nih.gov,False,False,False,True,False
audience.moneyfactory.gov,moneyfactory.gov,False,False,False,True,False
audio.business.gov,business.gov,False,False,False,True,False
audio.science360.gov,science360.gov,True,False,False,False,False
audio.va.gov,va.gov,False,False,False,True,False
audio.voa.gov,voa.gov,False,False,False,True,False
audioarchives.oc.usda.gov,usda.gov,True,True,False,True,False
audit-forums.uspsoig.gov,uspsoig.gov,False,False,False,True,False
audit.lbl.gov,lbl.gov,True,False,False,True,False
auditncr.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
auditprojects.uspsoig.gov,uspsoig.gov,False,False,False,True,False
auditsurvey.sandia.gov,sandia.gov,True,True,False,False,False
auditsystem.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
audubon.fws.gov,fws.gov,False,False,False,True,False
audy.ca.sandia.gov,sandia.gov,False,False,False,True,False
auerlab.lbl.gov,lbl.gov,True,False,False,True,False
aug1dmeags.er.usgs.gov,usgs.gov,False,False,False,True,False
augnuga.pw.usda.gov,usda.gov,True,True,False,False,False
august.llnl.gov,llnl.gov,False,False,False,True,False
augusta.msfc.nasa.gov,nasa.gov,False,False,False,True,False
augusta.va.gov,va.gov,True,False,True,True,False
augustineg3pb.fnal.gov,fnal.gov,False,False,False,True,False
auk.epa.gov,epa.gov,True,False,False,False,False
auk.rtnccad.epa.gov,epa.gov,True,True,False,False,False
aura.gesdisc.eosdis.nasa.gov,nasa.gov,True,False,False,False,False
aura.gsfc.nasa.gov,nasa.gov,True,True,True,True,False
aurapar1.ecs.nasa.gov,nasa.gov,True,False,False,True,False
aurapar1.gesdisc.eosdis.nasa.gov,nasa.gov,True,False,False,True,False
aurapar1u.ecs.nasa.gov,nasa.gov,True,False,False,False,False
aurapar2.ecs.nasa.gov,nasa.gov,True,False,False,False,False
aurapar2.gesdisc.eosdis.nasa.gov,nasa.gov,True,False,False,True,False
aurapar2u.ecs.nasa.gov,nasa.gov,True,False,False,True,False
auraraw1.ecs.nasa.gov,nasa.gov,True,False,False,False,False
auraraw1.gesdisc.eosdis.nasa.gov,nasa.gov,True,False,False,False,False
auraraw1u.ecs.nasa.gov,nasa.gov,True,False,False,False,False
auriga.larc.nasa.gov,nasa.gov,False,False,False,True,False
aurora.ak.blm.gov,blm.gov,False,False,False,True,False
aurora.alcf.anl.gov,anl.gov,True,False,False,True,False
aurora.arc.nasa.gov,nasa.gov,False,False,False,True,False
aurora.nal.usda.gov,usda.gov,False,False,False,True,False
aurora2.ak.blm.gov,blm.gov,False,False,False,True,False
austinhr.oit.va.gov,va.gov,False,False,False,True,False
austinscott.house.gov,house.gov,False,False,False,True,False
australia.osac.gov,osac.gov,False,False,False,True,False
australia.usembassy.gov,usembassy.gov,False,False,False,True,False
austria.house.gov,house.gov,False,False,False,True,False
austria.usembassy.gov,usembassy.gov,False,False,False,True,False
austriaforms.house.gov,house.gov,False,False,False,True,False
auth-dev.cdc.gov,cdc.gov,False,False,True,False,False
auth-int.cdc.gov,cdc.gov,False,False,True,False,False
